customer_id,cust_total_loans,cust_avg_interest,cust_avg_duration,cust_max_amount,cust_avg_amount,cust_loan_types
44568,16,0.0018689039727902952,7.0,2599.0,1717.5,1
44627,1,0.0408997955010225,7.0,489.0,489.0,1
46581,1,0.11714285714285715,30.0,8750.0,8750.0,1
48830,1,0.06,30.0,14000.0,14000.0,1
50984,1,0.07,30.0,30000.0,30000.0,1
51317,1,0.05000336399373336,30.0,208086.0,208086.0,1
52587,1,0.11621621621621622,30.0,9250.0,9250.0,1
52751,10,0.0349179828956844,7.0,46527.0,27814.2,1
52961,37,0.006746915984547293,7.0,11035.0,4726.756756756757,1
52971,1,0.06949657432231159,30.0,33570.0,33570.0,1
53370,1,0.16398,120.0,100000.0,100000.0,1
53429,6,0.10740000000000001,30.333333333333332,10000.0,7000.0,1
53802,1,0.0738235294117647,30.0,17000.0,17000.0,1
54179,1,0.08510924369747899,30.0,14875.0,14875.0,1
55853,2,0.14925,30.0,10000.0,10000.0,1
57484,19,0.04570807615592218,7.0,12496.0,5235.9473684210525,1
57973,2,0.12007,120.0,800000.0,800000.0,1
59613,1,0.075,183.0,2000000.0,2000000.0,1
60275,3,0.023692307692307693,30.0,13000.0,10100.0,1
62030,4,0.026933109619671467,7.0,13600.0,7446.0,1
63823,4,0.008624727102664055,7.0,1419.0,1101.5,1
65254,1,0.03622771707878091,7.0,3478.0,3478.0,1
65538,3,0.03829025774622235,7.0,1415.0,976.6666666666666,1
68831,1,0.15002820078962212,30.0,5319.0,5319.0,1
69152,1,0.01507936507936508,7.0,1260.0,1260.0,1
69235,6,0.07279905413786993,7.0,1920.0,1620.1666666666667,1
73393,1,0.06875,30.0,40000.0,40000.0,1
74807,1,0.06,30.0,10000.0,10000.0,1
74986,1,0.065,30.0,3000.0,3000.0,1
76079,4,0.07008573238419691,7.0,17000.0,13184.0,1
78049,20,0.004792792590219445,7.0,29498.0,15220.35,1
80473,1,0.06,30.0,10000.0,10000.0,1
84031,1,0.1111,30.0,10000.0,10000.0,1
85624,1,0.1111,30.0,10000.0,10000.0,1
85876,2,0.137875,30.0,8000.0,6000.0,1
88106,3,0.1054416935676306,7.0,1850.0,1330.0,1
89703,27,0.00839125678705072,7.0,13623.0,6228.666666666667,1
89794,17,0.00958269754180856,7.0,3725.0,2180.764705882353,1
94624,1,0.0868235294117647,30.0,12750.0,12750.0,1
97434,13,0.05207692307692308,18.923076923076923,12500.0,6730.7692307692305,2
97633,18,0.03658835113621813,7.0,100000.0,61510.0,1
98156,1,0.18080614203454895,30.0,2605.0,2605.0,1
99358,16,0.024743168457984684,7.0,9873.0,3863.0,1
100030,1,0.1111,30.0,10000.0,10000.0,1
100464,24,0.035292098878091094,7.0,163163.0,37270.916666666664,1
100613,10,0.016663144578172952,7.0,41640.0,32893.0,1
102250,37,0.004787453345252723,7.0,21263.0,11135.918918918918,1
104623,10,0.013078908871675617,7.0,36207.0,15797.4,1
105639,1,0.03631961259079903,7.0,4130.0,4130.0,1
105748,1,0.2732977721995607,7.0,12748.0,12748.0,1
107267,17,0.005460887524342935,7.0,59515.0,32987.294117647056,1
109734,7,0.04140725021794324,7.0,10507.0,7273.571428571428,1
111187,1,0.12010164504480407,30.0,7477.0,7477.0,1
114488,1,0.18908382066276802,30.0,2052.0,2052.0,1
114764,27,0.004172482333753597,7.0,4398.0,1075.2592592592594,1
115025,18,0.02752697032543361,7.0,28460.0,16396.055555555555,1
116919,5,0.0,7.0,5249.0,2424.4,1
117253,1,0.07,30.0,15000.0,15000.0,1
117259,1,0.06,30.0,10000.0,10000.0,1
117311,9,0.008716916652069173,7.0,1571.0,1072.2222222222222,1
118817,1,0.1804556354916067,30.0,1668.0,1668.0,1
120542,17,0.027734626287115673,7.0,11708.0,8964.470588235294,1
120704,33,0.0065770544039280045,7.0,10684.0,4804.363636363636,1
123186,2,0.0,7.0,850.0,705.0,1
124377,7,0.008300950302291528,7.0,2049.0,1507.4285714285713,1
125027,3,0.0037145605627832597,7.0,4849.0,4078.3333333333335,1
125271,2,0.07432489965124696,14.0,167000.0,129000.0,1
125799,6,0.036029239766081876,7.0,1500.0,1408.3333333333333,1
127706,7,0.0,7.0,1500.0,1156.857142857143,1
128749,1,0.07,30.0,10000.0,10000.0,1
129416,1,0.0,7.0,3830.0,3830.0,1
132222,11,0.0027002651753672675,7.0,67500.0,33461.90909090909,1
134790,1,0.19547511312217195,30.0,1105.0,1105.0,1
135406,8,0.018828072509563417,7.0,4329.0,2360.5,1
135877,1,0.036290322580645164,7.0,3472.0,3472.0,1
136048,1,0.1142,30.0,5000.0,5000.0,1
138654,1,0.1111,30.0,10000.0,10000.0,1
139153,1,0.18745387453874537,30.0,1355.0,1355.0,1
141452,13,0.03505887869347256,7.0,7228.0,5153.307692307692,1
150065,6,0.01567421151788385,7.0,4299.0,3983.8333333333335,1
150588,13,0.0018713423482546827,7.0,5769.0,3318.076923076923,1
151471,3,0.14490424867512894,7.0,11421.0,8594.666666666666,1
151686,1,0.1756595744680851,30.0,5875.0,5875.0,1
152039,1,0.1142,30.0,5000.0,5000.0,1
153484,1,0.0,7.0,1500.0,1500.0,1
153746,32,0.013432070087267522,7.0,21179.0,7331.1875,1
156709,7,0.0010254438249054669,7.0,2229.0,1666.4285714285713,1
159060,4,0.014748105005493874,7.0,3286.0,2535.0,1
159991,5,0.029383896985991226,7.0,1500.0,1273.0,1
162527,1,0.12453076546433818,30.0,6127.0,6127.0,1
163819,1,0.1339699074074074,30.0,17280.0,17280.0,1
164013,22,0.009725925075884514,7.0,32691.0,16989.363636363636,1
164043,15,0.008563316220976861,7.0,12494.0,7904.733333333334,1
164410,2,0.0196113685105254,7.0,7376.0,5012.5,1
168445,11,0.007990990362934054,7.0,5379.0,3437.909090909091,1
171217,15,0.004521966027620878,7.0,14103.0,9324.2,1
172732,5,0.03298585628749643,7.0,8811.0,5279.4,1
173470,23,0.01092567974030577,7.0,39079.0,10992.565217391304,1
176408,1,0.0,7.0,1359.0,1359.0,1
176600,1,0.1111,30.0,10000.0,10000.0,1
178763,11,0.031195150356678646,7.0,5686.0,4552.545454545455,1
179524,13,0.0028,7.0,2500.0,1631.923076923077,1
182716,1,0.17609413707679603,30.0,4844.0,4844.0,1
186117,8,0.008549113054443558,7.0,7149.0,4917.0,1
189483,5,0.028791928310965564,7.0,18298.0,11259.2,1
189848,1,0.1502958579881657,30.0,1690.0,1690.0,1
190905,65,0.001955474384012989,7.0,17797.0,6792.046153846154,1
192929,1,0.12396298659859604,30.0,6268.0,6268.0,1
193507,2,0.024907676554380052,7.0,60495.0,59168.5,1
195990,2,0.018172400561674743,7.0,14435.0,12246.5,1
198483,1,0.06733333333333333,7.0,1500.0,1500.0,1
198718,6,0.09876666666666667,70.33333333333333,295000.0,132500.0,1
199820,17,0.03545591741246724,7.0,10000.0,5754.235294117647,1
199962,1,0.09338461538461539,14.0,13000.0,13000.0,1
199985,5,0.03254449688614251,7.0,5501.0,3454.4,1
201038,7,0.016755096549927104,7.0,10598.0,4858.571428571428,1
201182,2,0.09054166666666667,30.0,12000.0,11000.0,1
203047,23,0.014419105894216964,7.0,4905.0,2203.4347826086955,1
204231,18,0.002742218376122809,7.0,16324.0,8211.666666666666,1
205840,20,0.01694611296089281,7.0,11018.0,5835.45,1
207879,1,0.1111,30.0,10000.0,10000.0,1
208283,3,0.05212755460834123,14.0,49000.0,47066.666666666664,1
208443,9,0.04728277547296646,7.0,8000.0,5570.888888888889,1
213815,47,0.0018216103422466598,7.0,54490.0,35576.70212765958,1
213981,1,0.17715112075198844,30.0,5532.0,5532.0,1
216190,1,0.29217333333333334,334.0,300000.0,300000.0,1
216523,1,0.4179807692307692,7.0,10400.0,10400.0,1
216619,1,0.06,30.0,10500.0,10500.0,1
219169,1,0.18080614203454895,30.0,2605.0,2605.0,1
219371,3,0.08360000000000001,30.0,15000.0,12333.333333333334,2
219925,20,0.0052193881328174,7.0,23656.0,12063.85,1
220986,1,0.24131818181818182,122.0,110000.0,110000.0,1
221017,1,0.192,30.0,3000.0,3000.0,1
221441,1,0.007038123167155425,7.0,3410.0,3410.0,1
222010,12,0.027565232686578015,7.0,6913.0,5226.25,1
224772,1,0.21909,240.0,200000.0,200000.0,1
225345,2,0.0675,30.0,18000.0,16500.0,1
225702,17,0.01365042685808195,7.0,19086.0,10049.117647058823,1
226257,2,0.2321372229485026,7.0,4570.0,4471.0,1
226832,6,0.02309562621435567,7.0,4049.0,2320.1666666666665,1
227900,42,0.0007593756732035233,7.0,6979.0,2991.809523809524,1
228042,1,0.19,30.0,2000.0,2000.0,1
229098,6,0.005991680662618193,7.0,9070.0,6856.333333333333,1
230023,1,0.06,30.0,12000.0,12000.0,1
230254,6,0.04501901303589919,7.0,4669.0,3640.3333333333335,1
230735,2,0.08745,30.0,10000.0,10000.0,1
232022,16,0.03396292013737732,7.0,8622.0,4774.625,1
232433,19,0.00872096570282216,7.0,4989.0,3513.9473684210525,1
234034,1,0.07,30.0,10000.0,10000.0,1
234246,1,0.5162046908315565,7.0,4690.0,4690.0,1
234843,1,0.1111,30.0,10000.0,10000.0,1
235173,3,0.07,30.0,15000.0,12333.333333333334,2
236823,4,0.015452226245596761,7.0,10898.0,9011.0,1
237235,12,0.0030706642207444616,7.0,3200.0,1071.1666666666667,1
237498,2,0.08860000000000001,30.0,10000.0,10000.0,1
237786,7,0.13323333333333334,60.0,60000.0,57142.857142857145,1
237853,2,0.05676180619330136,7.0,2340.0,2049.5,1
237866,1,0.01810972996142306,7.0,9332.0,9332.0,1
237881,2,0.030548236250558164,7.0,5835.0,5678.0,1
237951,6,0.033125398918422366,7.0,10898.0,6084.166666666667,1
237956,1,0.582,7.0,1500.0,1500.0,1
237963,24,0.053573727814891774,7.0,20856.0,6220.083333333333,1
238063,12,0.0521460980089159,7.0,1500.0,909.1666666666666,1
238071,10,0.0499506609506513,7.0,31439.0,19305.4,1
238110,1,0.06522388059701492,7.0,6700.0,6700.0,1
238137,15,0.014887383432513546,7.0,17397.0,7292.933333333333,1
238143,9,0.022232502783558563,7.0,489.0,481.22222222222223,1
238149,4,0.06252262756649839,7.0,5519.0,4131.5,1
238192,1,0.12,60.0,40000.0,40000.0,1
238197,7,0.1071591836734694,42.857142857142854,40000.0,29714.285714285714,1
238198,3,0.27099999999999996,30.0,20000.0,20000.0,1
238200,9,0.06190222222222223,22.88888888888889,12500.0,8422.222222222223,1
238231,6,0.11934648962148962,90.5,85000.0,73366.66666666667,1
238232,6,0.10139333333333334,55.0,30000.0,22500.0,1
238243,8,0.14386812499999999,86.5,120000.0,99375.0,2
238249,2,0.23530666666666666,136.5,300000.0,165000.0,1
238268,1,0.07,30.0,15000.0,15000.0,1
238269,1,0.19626,90.0,150000.0,150000.0,1
238272,2,0.19310833333333333,90.0,60000.0,60000.0,1
238317,3,0.06108444444444444,50.666666666666664,320000.0,250000.0,2
238325,1,0.065,30.0,20000.0,20000.0,1
238341,3,0.08388151515151515,90.0,300000.0,223333.33333333334,1
238342,10,0.10728666666666667,60.2,100000.0,45500.0,1
238436,1,0.306514,365.0,500000.0,500000.0,1
238465,1,0.065,30.0,10000.0,10000.0,1
238480,6,0.14505444444444446,85.0,175000.0,134166.66666666666,1
238532,13,0.06923076923076923,30.0,15000.0,11115.384615384615,1
238567,6,0.15746833333333332,131.0,1000000.0,600000.0,1
238568,4,0.0675,30.0,13000.0,10250.0,1
238611,6,0.10033333333333333,85.0,600000.0,508333.3333333333,2
238646,1,0.1507,90.0,150000.0,150000.0,1
238655,2,0.5465,31.0,16000.0,16000.0,1
238705,1,0.18111,240.0,200000.0,200000.0,1
238716,14,0.08985803571428572,38.714285714285715,80000.0,39928.57142857143,2
238777,2,0.21854368932038834,30.0,10300.0,10300.0,1
238781,3,0.14067333333333334,80.0,150000.0,133333.33333333334,2
238806,13,0.06384615384615386,30.153846153846153,35000.0,21884.615384615383,1
238807,1,0.07,30.0,15000.0,15000.0,1
238859,1,0.08215,30.0,20000.0,20000.0,1
238874,1,0.175,152.0,750000.0,750000.0,1
238926,1,0.04,30.0,289000.0,289000.0,1
238927,14,0.10383571428571428,38.857142857142854,40000.0,27857.14285714286,1
238997,1,0.17041578947368421,152.0,190000.0,190000.0,1
239019,8,0.047828125,14.0,8000.0,6262.5,1
239110,2,0.12252500000000001,60.0,100000.0,70000.0,1
239138,1,0.015000000000000036,30.0,10.0,10.0,1
239232,2,0.06999999999999998,30.0,15000.0,12210.0,1
239237,2,0.12084,60.0,25000.0,25000.0,1
239266,9,0.14224592592592591,90.0,150000.0,105000.0,2
239267,6,0.07,30.0,20000.0,16666.666666666668,1
239322,16,0.025847913308651833,7.0,9637.0,5577.0625,1
239324,20,0.015002822196526702,7.0,22473.0,8992.75,1
239328,27,0.011011046196889081,7.0,35180.0,22134.555555555555,1
239329,1,0.03506493506493506,7.0,4620.0,4620.0,1
239335,8,0.008103739239838417,7.0,6348.0,4829.0,1
239342,3,0.014666666666666666,7.0,1500.0,1500.0,1
239352,10,0.021766398594120454,7.0,10103.0,6538.9,1
239361,1,0.03648068669527897,7.0,1398.0,1398.0,1
239362,1,0.03652482269503546,7.0,2820.0,2820.0,1
239367,18,0.02610161899766983,7.0,7839.0,4798.611111111111,1
239381,5,0.031742744138096995,7.0,2918.0,2158.6,1
239388,9,0.002505724830153674,7.0,3439.0,1153.0,1
239391,22,0.0019954808633583453,7.0,5689.0,2159.9545454545455,1
239392,26,0.00334706604903823,7.0,2025.0,737.8846153846154,1
239426,1,0.0,7.0,2359.0,2359.0,1
239434,8,0.045632075759545566,7.0,16552.0,12289.75,1
239441,19,0.01710204067662434,7.0,12663.0,6901.894736842105,1
239456,64,0.0017720973359513987,7.0,11785.0,5950.09375,1
239476,1,0.5554749818709209,7.0,1379.0,1379.0,1
239479,21,0.0040105239670289285,7.0,6499.0,4707.761904761905,1
239483,3,0.04094490976125927,7.0,6500.0,5029.666666666667,1
239491,62,0.005696968669578675,7.0,27067.0,12279.774193548386,1
239497,10,0.023764157949503147,7.0,13269.0,8467.3,1
239522,11,0.030597079329747666,7.0,11259.0,8433.727272727272,1
239531,13,0.02836411671055324,7.0,14882.0,9170.615384615385,1
239540,2,0.011929668676754,7.0,11735.0,8677.5,1
239562,13,0.009178171308555312,7.0,4133.0,1495.1538461538462,1
239580,40,0.0028137394538025108,7.0,4560.0,2146.525,1
239593,2,0.0,7.0,1160.0,960.0,1
239607,3,0.05370002374064662,7.0,47264.0,44501.333333333336,1
239632,9,0.03198394405600813,7.0,6703.0,5036.666666666667,1
239634,3,0.029186680750253897,7.0,12694.0,10004.666666666666,1
239636,9,0.026074281744436906,7.0,10250.0,5360.777777777777,1
239643,2,0.033,7.0,1500.0,1500.0,1
239657,10,0.02823526464506826,7.0,13194.0,5114.8,1
239659,1,0.095,7.0,400.0,400.0,1
239664,4,0.030515261091891253,7.0,16041.0,14461.25,1
239688,19,0.014905840630304444,7.0,23843.0,7859.736842105263,1
239690,1,0.04987474379412434,7.0,4391.0,4391.0,1
239694,16,0.030293096384631183,7.0,7504.0,2852.4375,1
239697,7,0.07,30.0,20000.0,15142.857142857143,1
239707,14,0.027230142317230782,7.0,24702.0,12160.92857142857,1
239715,13,0.019278177401620227,7.0,25685.0,12607.615384615385,1
239746,10,0.0228978173361999,7.0,22572.0,13155.9,1
239765,8,0.02458599705577684,7.0,5923.0,3409.375,1
239767,9,0.017207513052997947,7.0,36063.0,18697.666666666668,1
239770,5,0.02518401360175218,7.0,12743.0,9734.8,1
239773,13,0.021902495425985637,7.0,15942.0,7795.153846153846,1
239777,1,0.026116136562591187,7.0,13708.0,13708.0,1
239783,10,0.022879478782712414,7.0,26187.0,18206.5,1
239792,45,0.0013615233805477898,7.0,20568.0,6335.288888888889,1
239798,5,0.15039866666666665,90.0,120000.0,107000.0,1
239799,15,0.020552999447471635,7.0,37283.0,17664.4,1
239813,1,0.15414166666666668,90.0,120000.0,120000.0,1
239870,7,0.06945,30.0,20000.0,14857.142857142857,1
239890,4,0.12559,90.75,60000.0,52500.0,1
239892,1,0.07,30.0,16000.0,16000.0,1
239904,6,0.005045568430703835,7.0,10998.0,8634.833333333334,1
239907,4,0.19077916666666667,90.25,280000.0,155000.0,1
239911,3,0.10333333333333333,50.0,24000.0,19333.333333333332,2
239914,2,0.12,60.0,60000.0,60000.0,1
239928,1,0.040089502144322206,30.0,5363.0,5363.0,1
239936,1,0.04,30.0,21000.0,21000.0,1
240010,8,0.020021598099901804,7.0,12735.0,10588.5,1
240047,67,0.0007432835462297365,7.0,23751.0,7768.388059701492,1
240056,2,0.22662806122448978,167.5,245000.0,192500.0,1
240065,13,0.04108632422695467,7.0,13487.0,10387.692307692309,1
240084,1,0.1814,90.0,80000.0,80000.0,1
240089,1,0.04,30.0,1300.0,1300.0,1
240126,3,0.04002463054187192,30.0,4872.0,4872.0,1
240136,2,0.04,14.0,10000.0,10000.0,1
240151,8,0.02355758332486952,7.0,14453.0,11297.75,1
240156,2,0.06590420084016804,7.0,5000.0,4999.5,1
240209,1,0.04030547305897327,30.0,2357.0,2357.0,1
240231,2,0.15,90.0,60000.0,52500.0,1
240269,5,0.07,30.4,20000.0,18000.0,1
240303,9,0.0688888888888889,30.22222222222222,75000.0,63888.88888888889,1
240359,62,0.0002665390924002187,7.0,13167.0,6446.774193548387,1
240371,4,0.04,30.0,1600.0,1600.0,1
240414,2,0.0,7.0,3070.0,2707.0,1
240415,13,0.014010227459229089,7.0,9395.0,5847.153846153846,1
240449,1,0.09985,30.0,20000.0,20000.0,1
240450,3,0.04,30.0,1250.0,1250.0,1
240455,2,0.04,30.0,2000.0,2000.0,1
240514,1,0.040280210157618214,30.0,1142.0,1142.0,1
240519,2,0.12,60.0,30000.0,30000.0,1
240534,18,0.028629615578268406,7.0,18577.0,7153.0,2
240553,1,0.269999,365.0,1000000.0,1000000.0,1
240565,6,0.11548166666666666,65.66666666666667,150000.0,108333.33333333333,1
240618,1,0.10616666666666667,30.0,12000.0,12000.0,1
240629,1,0.17580384615384614,90.0,260000.0,260000.0,1
240638,21,0.019640362856188948,7.0,24532.0,13929.285714285714,1
240640,14,0.016577688942524187,7.0,12903.0,4743.857142857143,1
240643,3,0.04688888888888889,30.0,9000.0,9000.0,1
240649,1,0.07,30.0,20000.0,20000.0,1
240650,4,0.04,30.0,12000.0,12000.0,1
240661,21,0.061590476190476195,30.047619047619047,17500.0,11761.904761904761,2
240671,2,0.07,30.0,20000.0,20000.0,1
240676,3,0.006718807900720999,7.0,5971.0,5564.666666666667,1
240678,65,0.0002932043703667277,7.0,178200.0,70735.58461538462,1
240686,1,0.04038590980480144,7.0,4457.0,4457.0,1
240689,9,0.009793244169202013,7.0,2190.0,1691.111111111111,1
240697,8,0.001512367014450522,7.0,26009.0,17293.125,1
240702,25,0.008991485646448659,7.0,14206.0,7745.2,1
240721,2,0.0,7.0,5764.0,4812.5,1
240725,1,0.002857142857142857,7.0,5600.0,5600.0,1
240728,25,0.02336019961785822,7.0,3031.0,1220.16,1
240733,4,0.023072755331028268,7.0,5952.0,4935.0,1
240735,1,0.36933333333333335,7.0,1500.0,1500.0,1
240778,1,0.207,7.0,2000.0,2000.0,1
240780,1,0.0,7.0,1000.0,1000.0,1
240798,51,0.013227113259176923,7.0,23484.0,8714.35294117647,1
240828,1,0.08866666666666667,7.0,1500.0,1500.0,1
240831,2,0.01847290640394089,7.0,2030.0,1969.0,1
240842,75,0.00015981015368297295,7.0,12748.0,5427.826666666667,1
240845,17,0.004769360892676069,7.0,7818.0,4579.176470588235,1
240863,5,0.023571367125701313,7.0,8019.0,5900.8,1
240936,12,0.027348082662750645,7.0,11229.0,5872.916666666667,1
240938,11,0.02339593081959472,7.0,5349.0,3417.3636363636365,1
240939,2,0.03500395256916996,7.0,31625.0,31625.0,1
240984,2,0.04393366435847609,7.0,2411.0,2101.0,1
240992,7,0.013394193579703534,7.0,5142.0,3244.285714285714,1
241025,16,0.0,7.0,4952.0,2989.4375,1
241115,2,0.05500000000000001,30.0,30000.0,30000.0,1
241158,2,0.07,30.0,10000.0,10000.0,1
241164,1,0.012119205298013245,7.0,15100.0,15100.0,1
241183,2,0.18,120.0,397000.0,248500.0,1
241190,1,0.0,7.0,850.0,850.0,1
241206,5,0.15773333333333334,30.0,20000.0,17000.0,1
241220,16,0.018948886246284168,7.0,18362.0,10876.75,1
241233,10,0.03012444278806229,7.0,20172.0,11693.0,1
241235,16,0.007692045829025783,7.0,12533.0,7744.5625,1
241237,7,0.06142857142857144,25.428571428571427,18000.0,12571.42857142857,1
241259,2,0.04,30.0,2900.0,2650.0,1
241270,2,0.030786722656717506,7.0,2934.0,2449.5,1
241273,7,0.01750781616426334,7.0,16864.0,13127.714285714286,1
241289,27,0.07092592592592593,31.333333333333332,55000.0,42666.666666666664,2
241291,3,0.08666666666666667,40.0,25000.0,21666.666666666668,1
241296,9,0.03060430279783776,7.0,18227.0,11729.777777777777,1
241334,2,0.016027531956735497,7.0,25425.0,13297.5,1
241346,82,0.0003677612420552514,7.0,62619.0,15466.390243902439,1
241347,18,0.014559747699993152,7.0,11017.0,7917.333333333333,1
241376,16,0.011005937572582617,7.0,9829.0,5951.875,1
241395,2,0.18114999999999998,30.0,10000.0,10000.0,1
241407,12,0.03497133563384278,7.0,3129.0,1411.25,1
241429,28,0.0025112304560015912,7.0,9614.0,3167.285714285714,1
241430,88,0.0006900133016008489,7.0,77382.0,29316.772727272728,1
241458,15,0.03091747385771841,7.0,22116.0,13927.133333333333,1
241467,1,0.0655,30.0,8000.0,8000.0,1
241473,6,0.002188259357547054,7.0,7819.0,5402.166666666667,1
241475,43,0.0025508076778703397,7.0,17155.0,7150.767441860465,1
241510,10,0.0,7.0,4805.0,2735.4,1
241514,34,0.0024009717036423254,7.0,10704.0,4304.264705882353,1
241524,1,0.04,30.0,3000.0,3000.0,1
241528,11,0.017080442812007393,7.0,5649.0,4609.727272727273,1
241529,3,0.01704694360013509,7.0,1645.0,1544.6666666666667,1
241539,8,0.021580708696766024,7.0,9918.0,6066.125,1
241541,9,0.022661658148801278,7.0,47719.0,22470.88888888889,1
241552,18,0.01046416902209308,7.0,6753.0,4628.277777777777,1
241573,46,0.006160122460733391,7.0,25997.0,11428.978260869566,1
241581,19,0.03368260719099074,7.0,14000.0,4362.526315789473,1
241596,35,0.008878941228012869,7.0,7089.0,2729.9142857142856,1
241606,21,0.008242346775737316,7.0,6479.0,3835.1428571428573,1
241608,18,0.02366659534709884,7.0,7548.0,4263.166666666667,1
241610,54,0.0021080872384960456,7.0,5829.0,2991.8518518518517,1
241618,11,0.023476318445209643,7.0,8267.0,5224.454545454545,1
241622,12,0.025260138389060424,7.0,4617.0,2720.4166666666665,1
241626,1,0.582,7.0,1500.0,1500.0,1
241644,10,0.004404940500058576,7.0,2928.0,1644.0,1
241647,80,0.0016535280855588933,7.0,10640.0,4408.425,1
241673,1,0.007255936675461741,7.0,3032.0,3032.0,1
241687,44,0.011953214866547298,7.0,13459.0,5891.613636363636,1
241716,21,0.01904144330804986,7.0,11846.0,6725.857142857143,1
241717,32,0.0019635304849010818,7.0,22190.0,12084.5625,1
241718,15,0.0004747371990505256,7.0,19897.0,6383.666666666667,1
241729,32,0.012639458399850966,7.0,49700.0,19471.90625,1
241748,21,0.013151069692833608,7.0,8871.0,5206.952380952381,1
241750,20,0.0034560381340457995,7.0,21445.0,7896.95,1
241751,18,0.0010039969531880754,7.0,76527.0,44779.11111111111,1
241754,12,0.021359746125143658,7.0,19740.0,11932.666666666666,1
241755,1,0.582,7.0,1500.0,1500.0,1
241766,2,0.028965160140132857,7.0,2749.0,1652.0,1
241795,6,0.06916666666666667,30.0,30000.0,20750.0,1
241810,4,0.08804796310915097,7.0,4530.0,3024.5,1
241820,1,0.4170204164139883,7.0,9894.0,9894.0,1
241822,2,0.08591666666666667,30.0,30000.0,25000.0,1
241824,14,0.04947640488441422,7.0,32000.0,18807.14285714286,1
241827,15,0.02272655560795805,7.0,30577.0,13953.533333333333,1
241828,23,0.02735823188658705,7.0,136197.0,59600.391304347824,1
241839,2,0.07,30.0,36000.0,35500.0,1
241856,9,0.0007986845196147522,7.0,6225.0,2936.3333333333335,1
241867,11,0.01803551679343052,7.0,52106.0,29274.81818181818,1
241868,3,0.004443913324553257,7.0,25914.0,13146.333333333334,1
241875,18,0.017947015110577277,7.0,16985.0,7644.666666666667,1
241905,2,0.03184958068738184,7.0,2940.0,2733.0,1
241920,17,0.0017570350136236791,7.0,1915.0,751.5882352941177,1
241925,2,0.07685,30.0,40000.0,35000.0,1
241929,11,0.023457102034929934,7.0,7832.0,5554.636363636364,1
241946,1,0.009444444444444445,7.0,1800.0,1800.0,1
